accession_genbank	database	isol_env	host_species	oxygen_tolerance	dependent	oxygen_requirement	classification
TARA_SAMEA4397536_METAG_JKADAANA	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__MPNO01;f__UBA830;g__UBA830;s__
TARA_SAMEA4397536_METAG_MBMFBPNN	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__188UL27-1;s__
TARA_SAMEA4397536_METAG_NGKLCELP	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Lentilitoribacter;s__
TARA_SAMEA4397536_METAG_OBACDIFJ	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudooceanicola;s__Pseudooceanicola sediminis
TARA_SAMEA4397586_METAG_ADKHDKBK	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Gilvimarinus;s__
TARA_SAMEA4397586_METAG_HMEMIMBJ	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Thalassospiraceae;g__Thalassospira;s__Thalassospira lucentensis
TARA_SAMEA4397586_METAG_IGALKGMI	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Jannaschia;s__Jannaschia helgolandensis
TARA_SAMEA4397586_METAG_MJKFHMCN	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus aquimarinus_A
TARA_SAMEA4397586_METAG_MLANKLIE	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis bauzanensis
TARA_SAMEA4397586_METAG_OLNPJHKL	microbiomics						d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__Arctic95D-9;s__
TARA_SAMEA4397586_METAG_OPBMMDJG	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__Porticoccus;s__Porticoccus sp002707685
TARA_SAMEA4397586_METAG_PDHHONHK	microbiomics						d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Gimesia;s__Gimesia maris
TARA_SAMEA4397627_METAG_AHLPKBKF	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Idiomarina;s__Idiomarina abyssalis
TARA_SAMEA4397627_METAG_FHCHCONO	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Pusillimonas_A;s__Pusillimonas_A sp002384935
TARA_SAMEA4397627_METAG_NFMKHDIK	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita;s__Aequorivita sp002364215
TARA_SAMEA4397627_METAG_PFAFHOHC	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius mucosus
TARA_SAMEA4397649_METAG_CFCFNBDA	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__SCGC-AAA160-P02;s__SCGC-AAA160-P02 sp000383355
TARA_SAMEA4397649_METAG_MIMGGCOL	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__GCA-001735895 sp913061315
TARA_SAMEA4397666_METAG_HIJOACGG	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Qipengyuania;s__Qipengyuania sp016764075
TARA_SAMEA4397666_METAG_KIBCBFEH	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E brenneri
TARA_SAMEA4397722_METAG_AFBMIOFG	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Marixanthomonas;s__
TARA_SAMEA4397722_METAG_CFNOIEPD	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__Porticoccus;s__Porticoccus hydrocarbonoclasticus
TARA_SAMEA4397730_METAG_HDIOLHFC	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995
TARA_SAMEA4397747_METAG_COALLMCB	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp000682775
TARA_SAMEA4397747_METAG_CPCGJFFJ	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Parvibaculum;s__
TARA_SAMEA4397747_METAG_HMNAJNKB	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas maris
TARA_SAMEA4397756_METAG_BADFKMOP	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__BACL14 sp002384685
TARA_SAMEA4397756_METAG_LGNFMIEE	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;s__UBA4582 sp905182025
TARA_SAMEA4397756_METAG_NKKEIPND	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__UBA952 sp905182495
TARA_SAMEA4397798_METAG_CJMABPGO	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Octadecabacter;s__Octadecabacter sp018608045
TARA_SAMEA4397798_METAG_ELHCINIB	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__JAHEGP01;g__;s__
TARA_SAMEA4397798_METAG_LPJBMLFE	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA7312;g__JABAYQ01;s__JABAYQ01 sp018608925
TARA_SAMEA4397798_METAG_MDFHKJJK	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp905182455
TARA_SAMEA4397815_METAG_FBKIEFLJ	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp011050655
TARA_SAMEA4397815_METAG_FNPOMOLN	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Arenibacter;s__Arenibacter algicola
TARA_SAMEA4397815_METAG_KJLCEJNP	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parasphingorhabdus;s__
TARA_SAMEA4397815_METAG_MGOOMLHG	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Casp-alpha2;g__UBA1479;s__
TARA_SAMEA4397842_METAG_EKIJPONI	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__RS62;s__RS62 sp000496475
TARA_SAMEA4397842_METAG_KICLFKGG	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__UBA8337;s__
TARA_SAMEA4397859_METAG_GLPLBGPK	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingosinicella;s__
TARA_SAMEA4397859_METAG_GMFDIFPD	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__
TARA_SAMEA4397920_METAG_ADLLGMMD	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Panacagrimonas;s__
TARA_SAMEA4397920_METAG_AOALJNEL	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp002731875
TARA_SAMEA4397920_METAG_DNIDHFPG	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__MPNO01;f__UBA830;g__;s__
TARA_SAMEA4397920_METAG_HCFGADBA	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__MPNO01;f__UBA2964;g__;s__
TARA_SAMEA4397920_METAG_IGHDIIEB	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium sp000588875
TARA_SAMEA4397920_METAG_KGCBFKHI	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__SCGC-AAA160-P02;s__
TARA_SAMEA4397920_METAG_KIGOFCII	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-002733185;s__
TARA_SAMEA4397920_METAG_PJLDHDEJ	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__Porticoccus;s__
TARA_SAMEA4397930_METAG_NILIJJOB	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__UBA3031;g__UBA3031;s__UBA3031 sp913057845
TARA_SAMEA4397930_METAG_ONGLCALM	microbiomics						d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Synoicihabitans;s__Synoicihabitans sp913058185
TARA_SAMEA4397930_METAG_POFKKLGC	microbiomics						d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__SW10 sp905182405
TARA_SAMEA4397948_METAG_CJELGJCM	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Casp-alpha2;g__UBA1479;s__
TARA_SAMEA4397948_METAG_HMKPJJLE	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas nigrifaciens
TARA_SAMEA4397983_METAG_NCGNJONP	microbiomics						d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__UBA9410;s__UBA9410 sp014240365
TARA_SAMEA4398001_METAG_BIFKKCPL	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__GCA-2696645;g__Pacificispira;s__Pacificispira sp002696645
TARA_SAMEA4398001_METAG_DCPOPHPO	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Halopseudomonas;s__Halopseudomonas neustonica
TARA_SAMEA4398001_METAG_HHDPNOOC	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__SPNT01;s__
TARA_SAMEA4398001_METAG_IIGHFDPF	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Cobetia;s__Cobetia amphilecti
TARA_SAMEA4398001_METAG_KDFKCPOD	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__
TARA_SAMEA4398001_METAG_KJJLLMIG	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Roseivirga;s__
TARA_SAMEA4398001_METAG_MAGPKEIF	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albimonas;s__
TARA_SAMEA4398001_METAG_MLJBBDKI	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Nonlabens;s__Nonlabens sp002831625
TARA_SAMEA4398001_METAG_ODDBFCGM	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia;s__Devosia sp018334155
TARA_SAMEA4398009_METAG_OBIPICFJ	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA9320;g__UBA9320;s__
TARA_SAMEA4398009_METAG_OOMAOPDA	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-21967;g__Oceanicoccus;s__Oceanicoccus sp000169075
TARA_SAMEA4398027_METAG_BKLIPBOK	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA2040;s__
TARA_SAMEA4398027_METAG_JEIJCPEA	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter sp002836505
TARA_SAMEA4398027_METAG_LPBPLCMG	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__SPNT01;s__
TARA_SAMEA4398027_METAG_PHDMBMMK	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__CAJXUU01;s__
TARA_SAMEA4398067_METAG_CAMNPADC	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Arcticimaribacter;s__Arcticimaribacter sp003023645
TARA_SAMEA4398067_METAG_DNCIKKDC	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA7430;g__UBA6772;s__UBA6772 sp002685115
TARA_SAMEA4398067_METAG_NAICBILF	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Urechidicola;s__
TARA_SAMEA4398094_METAG_DAFGDDKE	microbiomics						d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Rubritalea;s__
TARA_SAMEA4398094_METAG_INJPOFNE	microbiomics						d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Oceaniferula;s__
TARA_SAMEA4398094_METAG_OJMOCGOF	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Salibacteraceae;g__UBA6770;s__UBA6770 sp905181875
TARA_SAMEA4398111_METAG_JEHKNIFP	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinomonadaceae;g__Marinomonas;s__
TARA_SAMEA4398111_METAG_MMEKPHGA	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas distincta
TARA_SAMEA4398111_METAG_MPNOCJLE	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda sp002167435
TARA_SAMEA4398150_METAG_DOGMCALJ	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ascidiaceihabitans;s__Ascidiaceihabitans sp905182105
TARA_SAMEA4398150_METAG_NLDOOBLD	microbiomics						d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__
TARA_SAMEA4398168_METAG_EJICOMMK	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Leeuwenhoekiella;s__
TARA_SAMEA4398176_METAG_MOBMCDLB	microbiomics						d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__;g__;s__
TARA_SAMEA4398193_METAG_IINLEEHA	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas naphthalenivorans
TARA_SAMEA4398219_METAG_PMMHAMPC	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__UBA3442;s__UBA3442 sp002378565
TARA_SAMEA4398238_METAG_AIJMAKNN	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__
TARA_SAMEA4398238_METAG_BBIMKEDM	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Francisellales;f__Francisellaceae;g__;s__
TARA_SAMEA4398238_METAG_CLIBKFHJ	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Paraglaciecola;s__Paraglaciecola sp009796745
TARA_SAMEA4398238_METAG_DNPPHHEA	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__;s__
TARA_SAMEA4398238_METAG_GONOIKHO	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium indicum
TARA_SAMEA4398238_METAG_IHHCIKGJ	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;s__Cognaticolwellia sp024585285
TARA_SAMEA4398238_METAG_KPHFHLOE	microbiomics						d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Novipirellula;s__
TARA_SAMEA4398238_METAG_MBGMDCJJ	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Maricaulis;s__
TARA_SAMEA4398238_METAG_MKMOEGDP	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas glaciei
TARA_SAMEA4398238_METAG_PBPBPMLH	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Cyclobacterium;s__Cyclobacterium marinum
TARA_SAMEA4398247_METAG_IGEJIMPB	microbiomics						d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__;s__
TARA_SAMEA4398266_METAG_ABDIENDO	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinomonadaceae;g__Marinomonas;s__Marinomonas primoryensis
TARA_SAMEA4398266_METAG_KLOMINHN	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter stanieri
TARA_SAMEA4398296_METAG_BLGABLEO	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA8649;g__JAFMKE01;s__
TARA_SAMEA4398296_METAG_DPFMLPLK	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__GCA-002793235;s__
TARA_SAMEA4398296_METAG_MHJPBEFB	microbiomics						d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Ilumatobacter_A;s__Ilumatobacter_A sp905182555
TARA_SAMEA4398315_METAG_BJAKHDDB	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__;s__
TARA_SAMEA4398315_METAG_BPOJMCNG	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus marcusii
TARA_SAMEA4398315_METAG_HKMENHED	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter nivimaris_A
TARA_SAMEA4398315_METAG_ODIMHKIJ	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__GCA-002733105;s__
TARA_SAMEA4398360_METAG_FAEBLOGG	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Cyclobacterium;s__Cyclobacterium amurskyense
TARA_SAMEA4398360_METAG_FGLHJHAM	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herminiimonas;s__
TARA_SAMEA4398360_METAG_GEECGHMB	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;s__Cognaticolwellia sp003061515
TARA_SAMEA4398360_METAG_GJHCJNNP	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__CAISIP01;s__
TARA_SAMEA4398360_METAG_NNEHDLAJ	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__GCA-2746425;g__GCA-2746425;s__
TARA_SAMEA4398370_METAG_APHBFFDH	microbiomics						d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__TMED80;s__TMED80 sp905478065
TARA_SAMEA4398370_METAG_DIKAOHFM	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA7430;g__GCA-2707145;s__
TARA_SAMEA4398370_METAG_KKLLIOCH	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp905182485
TARA_SAMEA4398387_METAG_EACEGFLE	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Luteibaculaceae;g__;s__
TARA_SAMEA4398387_METAG_GHIDNKEH	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Psychromonadaceae;g__Psychromonas;s__
TARA_SAMEA4398387_METAG_ILGDMCFO	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Thalassobaculales;f__Thalassobaculaceae;g__Nisaea;s__
TARA_SAMEA4398387_METAG_KHFOIAHK	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Cyclobacterium;s__
TARA_SAMEA4398387_METAG_LABGGNAJ	microbiomics						d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;f__JAEUWI01;g__JAEUWI01;s__
TARA_SAMEA4398387_METAG_PBBIBPIA	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-6294;g__Oceanobacter;s__Oceanobacter sp913061185
TARA_SAMEA4398413_METAG_CALKJODJ	microbiomics						d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Verruco-01;g__;s__
TARA_SAMEA4398413_METAG_MEBPLGJO	microbiomics						d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__Nitromaritima;s__Nitromaritima sp018647025
TARA_SAMEA4398432_METAG_EGCBDMCB	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Thalassospiraceae;g__Thalassospira;s__
TARA_SAMEA4398432_METAG_GFLEHPMN	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azoarcus_C;s__Azoarcus_C communis_A
TARA_SAMEA4398432_METAG_HCGEJLHD	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Ancylomarina;s__
TARA_SAMEA4398432_METAG_LPCKCMMB	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp002414505
